id,ctry,cit,reg,name,url,stat,date,prfs,lat,lon,prts,traf,avg,trgh,ipv6_avg,pch,updt,tc_rank,tw_rank,pc_rank,pr_rank,pw_rank,tr_rank,prts_url,q9,iata,regct
335,"United States","San Diego","North America","Equinix-SD(former Paix)",,Planned,0,0,32.72000,-117.16000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,254
338,"United States","San Francisco","North America",PB-NAP,,Defunct,0,0,37.78000,-122.43000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,254
340,"United States","San Jose","North America",MAE-West-ATM,,Defunct,0,0,37.33000,-121.88000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,254
341,"United States","Santa Clara","North America",6IIX,http://www.6iix.net/,Defunct,20010000,0,37.35000,-121.95000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,254
342,"United States",Seattle,"North America",NIX,,Defunct,0,0,47.61000,-122.33000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,254
343,"United States",Seattle,"North America","NWnet Gigapop",,Unknown,0,0,47.61000,-122.33000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,254
346,"United States",Seattle,"North America","Pacific Wave International Peering Exchange",http://pacificwave.net/,"Not an exchange",19960000,0,47.61000,-122.33000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,http://pacificwave.net/participants-affiliations,No,,254
348,"United States",Spokane,"North America","Eastern Washington Internet Exchange",http://www.dsource.com/ewix/,Unknown,0,0,47.67276,-117.55223,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,254
349,"United States","St. Louis","North America","St. Louis Internet Access Consortium",,Unknown,0,0,38.58000,-90.20000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,254
351,"United States","St. Louis","North America",StLouisNAP,,Defunct,0,0,38.58000,-90.20000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,254
352,"United States","St. Louis","North America",StLouIX,http://www.stlouix.net/,Defunct,0,0,38.58000,-90.20000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,254
353,"United States","Takoma Park","North America","Andrew's Basement Exchange",,Planned,0,0,38.98000,-77.00222,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,254
355,"United States",Tucson,"North America","Tucson Interconnect",http://www.tti.aces.net/,Unknown,0,0,32.21609,-110.97099,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,254
356,"United States",Tucson,"North America","Tucson Network Access Point",http://www.ttn.rtd.net/,Unknown,0,0,32.21609,-110.97099,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,254
358,"United States","Washington DC","North America",MAE-East,http://www.mae.net/,Defunct,19931200,0,38.90857,-77.01798,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,254
359,"United States","Washington DC","North America",MAE-East-ATM,,Defunct,19980700,0,38.90857,-77.01798,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,254
360,"United States","Washington DC","North America",NeutralNAP,,Defunct,0,0,38.90857,-77.01798,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,254
364,Zimbabwe,Harare,Africa,"Zimbabwe Internet Exchange",http://www.zispa.org.zw,Defunct,20010700,0,-17.83000,31.02000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,82
491,"United States",Tampa,"North America","Tampa Internet Exchange",http://tampaix.net,Unknown,20050516,0,27.95000,-82.45000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,http://tampaix.net/participants.shtml,No,,254
504,France,Marseille,Europe,"Marseille Internet Exchange",http://www.ma-ix.net/,Defunct,20050000,0,43.45000,5.23000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,http://www.ma-ix.net/members.php,No,,387
513,Romania,Suceava,Europe,"Suceava Internet Exchange",http://www.svix.ro/default.html,Defunct,0,0,47.66350,26.27320,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,387
531,"United Kingdom",London,Europe,SovEx,http://www.sovex.net,Defunct,0,0,51.48000,-0.45000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,http://www.sovex.net/index.php?page=participants,No,,387
532,"United Kingdom",London,Europe,"Redbus Internet Exchange",http://www.rbiex.net,Defunct,20040413,0,51.48000,-0.45000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,http://www.rbiex.net/members.rsp,No,,387
534,Russia,Chelyabinsk,Europe,"Chelyabinsk Peering Point",http://chel-pp.net.ru,Unknown,0,0,55.30000,61.53000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,http://chel-pp.net.ru/en/peers/,No,,387
545,Angola,Luanda,Africa,"Ponto de Intercambio Internet Angola",http://www.aapsi.og.ao/index.php/infraestruturas/ponto-de-intercambio-internet,Planned,0,0,-8.85000,13.23000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,82
546,Burundi,Bujumbura,Africa,"BurundiX Internet Exchange Point",http://www.burundix.bi,Defunct,20140321,0,-3.36138,29.35988,0,0,0,0,0.000000,No,2015-12-19,,,,,,,http://burundix.bi/index.php/membres/?lang=en,No,,82
550,"United Kingdom",London,Europe,EarthNAP,http://www.earthnap.net/,"Not an exchange",20070226,0,51.48000,-0.45000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,387
564,"United Kingdom",Manchester,Europe,"Manchester Commercial Internet Exchange",http://www.mcix.co.uk,Unknown,0,0,53.35000,-2.27000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,http://www.mcix.co.uk/pp_participants.php,No,,387
573,Sweden,Gävle,Europe,"Gästrikland-Hälsingland Regional Internet Exchange",http://www.rix-gh.se/,Unknown,0,0,60.72000,17.17000,0,0,0,0,0.000000,No,2009-09-10,,,,,,,http://www.ripe.net/perl/whois?gh-rix,No,,387
583,"Puerto Rico","San Juan","North America","Internet Exchange of Puerto Rico",http://www.ix.pr/,Defunct,20060416,0,18.47000,-66.11000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,http://www.ix.pr/members.php,No,,254
586,"United States",Dayton,"North America","Dayton Metro Internet Exchange",,Unknown,20030624,0,39.77000,-84.20000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,254
589,"United States",Richardson,"North America","North Texas GigaPOP",http://www.northtexasgigapop.org/,Defunct,20040820,0,32.96000,-96.74000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,254
597,"United States",Portland,"North America",MaineXchangePoint,http://www.mainexp.net,Unknown,0,0,45.52000,-122.68000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,254
599,Netherlands,"Den Haag",Europe,"Den Haag Internet Exchange",,Defunct,19970000,0,52.07050,4.30070,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,387
612,"Czech Republic",Brno,Europe,"Commercial Brno Internet Exchange",http://www.cbix.cz/en,Defunct,20070512,0,49.15000,16.70000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,http://www.cbix.cz/en/connected-networks,No,,387
621,"El Salvador","San Salvador","Latin America","IXP de El Salvador",,Planned,0,0,13.69000,-89.19000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,137
623,"United States",Helena,"North America","Northwest Internet Exchange",http://www.nwix.org,Unknown,20060200,0,46.58000,-112.03000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,http://www.nwix.org/members.html,No,,254
624,"United States",Missoula,"North America","Northwest Internet Exchange",http://www.nwix.org,Unknown,20041215,0,46.86000,-114.04000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,http://www.nwix.org/members.html,No,,254
625,"United States",Phoenix,"North America","Phoenix Internet Exchange",http://www.phx-ix.net,Unknown,0,0,33.45070,-112.06840,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,254
